job_id,job_title,company,location,work_mode,experience,employment_type,skills,salary_lpa,date_posted,month_posted
373,Business Analyst,Infosys,Noida,On-site,Mid (3-5 yrs),Internship,"Pandas, Machine Learning",11.0,2024-12-08,2024-12
374,Junior Data Analyst,TCS,Noida,Hybrid,Fresher (0-1 yr),Full-time,"Tableau, NumPy, Excel, SQL, Statistics",2.7,2024-01-18,2024-01
375,BI Analyst,Amazon India,Hyderabad,Hybrid,Senior (5+ yrs),Internship,"Excel, Statistics, Power BI",18.3,2024-04-18,2024-04
376,Business Analyst,Capgemini,Hyderabad,Hybrid,Senior (5+ yrs),Contract,"SQL, NumPy",17.5,2024-06-12,2024-06
377,Data Analyst,Flipkart,Chennai,Hybrid,Senior (5+ yrs),Internship,"Statistics, Python, Power BI",14.6,2024-12-28,2024-12
378,Senior Data Analyst,HCL Technologies,Bangalore,On-site,Junior (1-3 yrs),Contract,"Pandas, SQL",5.2,2024-06-07,2024-06
379,Business Analyst,IBM India,Mumbai,Remote,Senior (5+ yrs),Internship,"Python, NumPy, Git",15.3,2024-04-26,2024-04
380,Data Scientist,TCS,Gurgaon,Remote,Fresher (0-1 yr),Full-time,"Tableau, Pandas, SQL, Python, Excel",4.7,2024-04-13,2024-04
381,Senior Data Analyst,Swiggy,Gurgaon,Remote,Fresher (0-1 yr),Full-time,"Machine Learning, Statistics, Python",2.6,2024-05-11,2024-05
382,Python Developer,Google India,Chennai,On-site,Mid (3-5 yrs),Internship,"Pandas, Tableau, Power BI, Machine Learning",8.9,2024-05-13,2024-05
383,Data Analyst,Amazon India,Pune,On-site,Mid (3-5 yrs),Contract,"SQL, NumPy, Power BI",9.9,2024-07-10,2024-07
384,SQL Developer,HDFC Bank,Chennai,On-site,Junior (1-3 yrs),Internship,"Excel, Tableau, Git",5.7,2024-03-21,2024-03
385,Junior Data Analyst,Swiggy,Hyderabad,Remote,Fresher (0-1 yr),Full-time,"Excel, Python, Pandas, Power BI",4.9,2024-12-27,2024-12
386,Data Scientist,Accenture,Pune,On-site,Junior (1-3 yrs),Full-time,"Git, Tableau",6.4,2024-10-08,2024-10
387,Business Analyst,Infosys,Delhi,On-site,Senior (5+ yrs),Full-time,"Pandas, Excel, NumPy, Power BI, Statistics",13.8,2024-01-14,2024-01
388,Data Analyst,Amazon India,Noida,On-site,Junior (1-3 yrs),Full-time,"Excel, Statistics",7.5,2024-06-28,2024-06
389,Python Developer,Capgemini,Noida,Hybrid,Fresher (0-1 yr),Internship,"Pandas, NumPy, Python, Tableau, Statistics",3.6,2024-01-08,2024-01
390,BI Analyst,TCS,Noida,Remote,Fresher (0-1 yr),Full-time,"Statistics, NumPy, Tableau, Machine Learning",4.6,2024-07-10,2024-07
391,Data Analyst,Accenture,Gurgaon,Remote,Senior (5+ yrs),Full-time,"Excel, Machine Learning",13.8,2024-08-01,2024-08
392,Junior Data Analyst,HDFC Bank,Pune,Hybrid,Fresher (0-1 yr),Contract,"Excel, SQL, Machine Learning, Python",4.3,2024-02-17,2024-02
393,BI Analyst,Cognizant,Noida,Remote,Senior (5+ yrs),Full-time,"Pandas, Excel, Machine Learning",23.3,2024-12-02,2024-12
394,BI Analyst,Flipkart,Mumbai,Remote,Senior (5+ yrs),Contract,"SQL, Excel, Power BI",12.0,2024-01-15,2024-01
395,Python Developer,ICICI Bank,Bangalore,Remote,Senior (5+ yrs),Full-time,"Git, Statistics, Machine Learning",17.3,2024-10-01,2024-10
396,Business Analyst,Amazon India,Pune,On-site,Junior (1-3 yrs),Full-time,"Pandas, Python",6.0,2024-10-27,2024-10
397,Data Scientist,Swiggy,Hyderabad,On-site,Fresher (0-1 yr),Contract,"Excel, Tableau, Git",4.9,2024-06-02,2024-06
398,Senior Data Analyst,Flipkart,Delhi,Hybrid,Senior (5+ yrs),Full-time,"Machine Learning, SQL, Tableau, Power BI, Git",13.6,2024-06-17,2024-06
399,BI Analyst,IBM India,Pune,Remote,Fresher (0-1 yr),Full-time,"Statistics, Tableau",3.6,2024-05-17,2024-05
400,SQL Developer,Accenture,Gurgaon,Remote,Senior (5+ yrs),Contract,"Git, Power BI, Tableau",18.3,2024-01-15,2024-01
401,Senior Data Analyst,IBM India,Noida,Hybrid,Fresher (0-1 yr),Contract,"Machine Learning, Power BI, Python, Pandas",3.0,2024-02-10,2024-02
402,Data Scientist,Swiggy,Bangalore,On-site,Mid (3-5 yrs),Contract,"Git, Python, Excel, SQL, Statistics",12.8,2024-08-16,2024-08
403,Data Analyst,Accenture,Gurgaon,On-site,Senior (5+ yrs),Internship,"Statistics, NumPy, Python, Machine Learning",18.8,2024-11-11,2024-11
404,Data Analyst,IBM India,Delhi,Hybrid,Fresher (0-1 yr),Full-time,"Python, Pandas, NumPy, Machine Learning",3.8,2024-10-13,2024-10
405,Junior Data Analyst,HCL Technologies,Mumbai,Remote,Mid (3-5 yrs),Internship,"Tableau, NumPy",7.6,2024-06-15,2024-06
406,Data Scientist,IBM India,Mumbai,On-site,Fresher (0-1 yr),Contract,"Power BI, SQL",3.7,2024-08-17,2024-08
407,Junior Data Analyst,IBM India,Delhi,Hybrid,Mid (3-5 yrs),Contract,"SQL, Machine Learning, Excel",10.3,2024-07-23,2024-07
408,Senior Data Analyst,Infosys,Mumbai,On-site,Fresher (0-1 yr),Contract,"Python, SQL, Tableau, Git, Statistics",4.4,2024-04-11,2024-04
409,Business Analyst,IBM India,Mumbai,Hybrid,Mid (3-5 yrs),Contract,"Tableau, Excel",8.1,2024-10-18,2024-10
410,Senior Data Analyst,IBM India,Delhi,Remote,Mid (3-5 yrs),Contract,"Tableau, Power BI, Excel",7.5,2024-06-18,2024-06
411,Python Developer,TCS,Chennai,On-site,Senior (5+ yrs),Internship,"SQL, NumPy",12.7,2024-03-23,2024-03
412,Python Developer,Zomato,Mumbai,Hybrid,Junior (1-3 yrs),Internship,"Statistics, Excel",4.4,2024-12-15,2024-12
413,Senior Data Analyst,HDFC Bank,Mumbai,Remote,Senior (5+ yrs),Contract,"Power BI, Excel, Tableau",23.9,2024-12-22,2024-12
414,SQL Developer,Swiggy,Gurgaon,Hybrid,Fresher (0-1 yr),Full-time,"SQL, Pandas, Statistics, Power BI, Git",3.2,2024-10-05,2024-10
415,Senior Data Analyst,Google India,Hyderabad,Hybrid,Fresher (0-1 yr),Contract,"NumPy, Git, Power BI, Tableau, SQL",3.9,2024-07-03,2024-07
416,SQL Developer,IBM India,Noida,Hybrid,Mid (3-5 yrs),Internship,"Excel, SQL, Statistics",7.8,2024-06-18,2024-06
417,Senior Data Analyst,HDFC Bank,Chennai,Hybrid,Senior (5+ yrs),Full-time,"Git, NumPy",16.3,2024-01-03,2024-01
418,Business Analyst,Accenture,Bangalore,On-site,Junior (1-3 yrs),Contract,"NumPy, Statistics, Power BI, SQL",6.7,2024-10-26,2024-10
419,Data Scientist,Microsoft India,Delhi,On-site,Fresher (0-1 yr),Internship,"Excel, Tableau, Python, Git, Machine Learning",3.7,2024-09-27,2024-09
420,SQL Developer,HCL Technologies,Mumbai,On-site,Junior (1-3 yrs),Contract,"Pandas, NumPy, Machine Learning, Power BI, Statistics",6.2,2024-08-05,2024-08
421,Business Analyst,Google India,Delhi,Hybrid,Junior (1-3 yrs),Contract,"Excel, Python, SQL",6.6,2024-08-22,2024-08
422,BI Analyst,Accenture,Hyderabad,On-site,Senior (5+ yrs),Contract,"Git, Excel, Statistics, Tableau, Power BI",19.2,2024-06-08,2024-06
423,Junior Data Analyst,Microsoft India,Bangalore,Remote,Senior (5+ yrs),Internship,"Machine Learning, Tableau, NumPy",24.0,2024-01-02,2024-01
424,Python Developer,Zomato,Hyderabad,Remote,Senior (5+ yrs),Internship,"Excel, Machine Learning",24.8,2024-05-15,2024-05
425,Senior Data Analyst,Wipro,Pune,Hybrid,Fresher (0-1 yr),Internship,"Git, Python, Pandas, Tableau",4.4,2024-09-16,2024-09
426,SQL Developer,Microsoft India,Delhi,Hybrid,Mid (3-5 yrs),Full-time,"Git, Tableau",12.1,2024-01-21,2024-01
427,Python Developer,Cognizant,Bangalore,Remote,Mid (3-5 yrs),Internship,"Tableau, Statistics",7.6,2024-05-09,2024-05
428,Junior Data Analyst,Amazon India,Mumbai,Hybrid,Fresher (0-1 yr),Internship,"Git, Excel",4.8,2024-11-15,2024-11
429,SQL Developer,Cognizant,Mumbai,Remote,Junior (1-3 yrs),Contract,"Machine Learning, Python, Pandas",7.9,2024-10-27,2024-10
430,Junior Data Analyst,ICICI Bank,Noida,Hybrid,Junior (1-3 yrs),Internship,"Excel, Power BI, Pandas, Python, Statistics",5.1,2024-01-06,2024-01
431,Python Developer,Google India,Gurgaon,Hybrid,Senior (5+ yrs),Internship,"NumPy, Git, Statistics",15.4,2024-07-01,2024-07
432,Data Scientist,HDFC Bank,Noida,Remote,Mid (3-5 yrs),Internship,"SQL, Machine Learning",11.5,2024-07-20,2024-07
433,Data Scientist,Swiggy,Mumbai,Hybrid,Fresher (0-1 yr),Contract,"Statistics, Power BI, Machine Learning, Tableau, Excel",4.2,2024-06-18,2024-06
434,Data Analyst,Infosys,Hyderabad,On-site,Senior (5+ yrs),Full-time,"Statistics, Pandas",14.9,2024-04-02,2024-04
435,Data Analyst,Wipro,Bangalore,Remote,Junior (1-3 yrs),Internship,"SQL, Git",7.4,2024-11-25,2024-11
436,Junior Data Analyst,HCL Technologies,Chennai,Hybrid,Mid (3-5 yrs),Contract,"Statistics, Tableau",12.4,2024-11-25,2024-11
437,SQL Developer,Amazon India,Chennai,On-site,Mid (3-5 yrs),Full-time,"NumPy, Pandas, Python, Excel, Git",8.2,2024-04-20,2024-04
438,BI Analyst,Cognizant,Gurgaon,On-site,Junior (1-3 yrs),Internship,"Power BI, SQL, Statistics, Pandas, Excel",4.4,2024-10-24,2024-10
439,Data Scientist,HDFC Bank,Bangalore,Hybrid,Junior (1-3 yrs),Internship,"Python, NumPy",5.1,2024-07-19,2024-07
440,Data Analyst,ICICI Bank,Gurgaon,Hybrid,Senior (5+ yrs),Internship,"Machine Learning, Power BI",12.0,2024-08-04,2024-08
441,SQL Developer,Swiggy,Mumbai,Hybrid,Fresher (0-1 yr),Internship,"Pandas, Machine Learning",4.6,2024-08-25,2024-08
442,Data Scientist,IBM India,Chennai,Remote,Fresher (0-1 yr),Contract,"Tableau, NumPy, SQL",4.1,2024-02-21,2024-02
443,Python Developer,IBM India,Chennai,On-site,Junior (1-3 yrs),Full-time,"Statistics, NumPy, SQL",7.2,2024-08-18,2024-08
444,Python Developer,Infosys,Bangalore,Hybrid,Fresher (0-1 yr),Contract,"NumPy, SQL",3.0,2024-09-15,2024-09
445,Junior Data Analyst,Capgemini,Hyderabad,On-site,Junior (1-3 yrs),Contract,"Statistics, Python",5.0,2024-01-06,2024-01
446,Data Analyst,Flipkart,Hyderabad,Hybrid,Junior (1-3 yrs),Internship,"SQL, Git",6.0,2024-04-03,2024-04
447,Business Analyst,Microsoft India,Delhi,Remote,Senior (5+ yrs),Contract,"Git, Machine Learning",13.8,2024-04-25,2024-04
448,Data Analyst,Cognizant,Delhi,On-site,Fresher (0-1 yr),Contract,"NumPy, Excel, Pandas",3.9,2024-10-02,2024-10
449,Junior Data Analyst,HCL Technologies,Noida,On-site,Fresher (0-1 yr),Contract,"Python, Git",2.9,2024-11-19,2024-11
450,Data Scientist,Microsoft India,Gurgaon,Remote,Junior (1-3 yrs),Full-time,"Tableau, Machine Learning, Statistics",5.6,2024-10-23,2024-10
451,Data Analyst,Cognizant,Gurgaon,Remote,Fresher (0-1 yr),Internship,"Pandas, NumPy, Python, Tableau",3.1,2024-09-04,2024-09
452,SQL Developer,Capgemini,Gurgaon,Remote,Junior (1-3 yrs),Contract,"Power BI, SQL",7.2,2024-08-16,2024-08
453,Junior Data Analyst,Cognizant,Bangalore,On-site,Mid (3-5 yrs),Contract,"NumPy, Tableau, Pandas",11.3,2024-08-02,2024-08
454,Senior Data Analyst,TCS,Chennai,On-site,Fresher (0-1 yr),Contract,"SQL, Power BI",4.3,2024-06-14,2024-06
455,Business Analyst,Swiggy,Pune,On-site,Mid (3-5 yrs),Full-time,"Power BI, NumPy",13.1,2024-04-03,2024-04
456,Python Developer,ICICI Bank,Bangalore,Hybrid,Junior (1-3 yrs),Full-time,"Excel, NumPy, Pandas, SQL, Power BI",6.9,2024-05-07,2024-05
457,SQL Developer,Accenture,Bangalore,Remote,Fresher (0-1 yr),Contract,"SQL, Statistics, Machine Learning",3.5,2024-04-10,2024-04
458,Junior Data Analyst,Cognizant,Pune,On-site,Senior (5+ yrs),Internship,"Power BI, Statistics, Machine Learning, Excel, Python",21.5,2024-04-08,2024-04
459,SQL Developer,Microsoft India,Pune,Remote,Junior (1-3 yrs),Internship,"NumPy, Python",4.2,2024-09-02,2024-09
460,BI Analyst,Google India,Gurgaon,Remote,Fresher (0-1 yr),Contract,"Power BI, SQL, Python, Pandas, NumPy",3.5,2024-06-10,2024-06
461,Business Analyst,Wipro,Bangalore,Hybrid,Mid (3-5 yrs),Full-time,"Git, Python, Statistics, Power BI, SQL",13.1,2024-06-21,2024-06
462,Python Developer,Infosys,Hyderabad,Hybrid,Mid (3-5 yrs),Internship,"Tableau, NumPy",12.3,2024-10-18,2024-10
463,Business Analyst,Wipro,Delhi,Remote,Fresher (0-1 yr),Internship,"Python, SQL, NumPy, Excel",3.7,2024-06-06,2024-06
464,Senior Data Analyst,IBM India,Chennai,Hybrid,Junior (1-3 yrs),Internship,"Statistics, Power BI",7.0,2024-06-12,2024-06
465,Data Scientist,Microsoft India,Mumbai,On-site,Fresher (0-1 yr),Contract,"Statistics, Git, SQL, Power BI",4.3,2024-09-10,2024-09
466,Python Developer,Zomato,Hyderabad,On-site,Senior (5+ yrs),Full-time,"NumPy, Excel",15.7,2024-02-06,2024-02
467,Data Scientist,HCL Technologies,Chennai,Hybrid,Junior (1-3 yrs),Full-time,"Tableau, NumPy",7.9,2024-03-16,2024-03
468,SQL Developer,Microsoft India,Gurgaon,Remote,Fresher (0-1 yr),Contract,"SQL, Python, Power BI",4.6,2024-06-14,2024-06
469,SQL Developer,Swiggy,Gurgaon,Remote,Senior (5+ yrs),Contract,"Git, Excel, Tableau, SQL",22.3,2024-06-10,2024-06
470,Data Analyst,Accenture,Delhi,Hybrid,Senior (5+ yrs),Full-time,"Machine Learning, Tableau, Excel",24.7,2024-12-22,2024-12
471,Junior Data Analyst,Cognizant,Pune,On-site,Fresher (0-1 yr),Contract,"Statistics, Tableau, Pandas",3.0,2024-01-22,2024-01
472,SQL Developer,Zomato,Chennai,Hybrid,Senior (5+ yrs),Internship,"Machine Learning, Tableau, SQL",24.0,2024-08-25,2024-08
473,Junior Data Analyst,HDFC Bank,Delhi,On-site,Fresher (0-1 yr),Internship,"Tableau, Statistics, Git, NumPy",5.0,2024-03-26,2024-03
474,Python Developer,Swiggy,Hyderabad,Remote,Senior (5+ yrs),Full-time,"Machine Learning, SQL, Tableau",12.3,2024-04-15,2024-04
475,SQL Developer,Wipro,Delhi,On-site,Junior (1-3 yrs),Internship,"Tableau, Power BI, Python",4.3,2024-11-22,2024-11
476,Senior Data Analyst,Google India,Pune,Hybrid,Mid (3-5 yrs),Internship,"Pandas, NumPy",8.0,2024-06-13,2024-06
477,SQL Developer,Infosys,Mumbai,Hybrid,Mid (3-5 yrs),Contract,"Machine Learning, SQL, Power BI, Pandas, Statistics",12.2,2024-08-10,2024-08
478,Junior Data Analyst,Microsoft India,Noida,On-site,Fresher (0-1 yr),Full-time,"Tableau, Statistics, Pandas",2.7,2024-07-03,2024-07
479,Data Analyst,Microsoft India,Mumbai,Hybrid,Junior (1-3 yrs),Internship,"Git, Excel, Power BI, SQL, Statistics",5.2,2024-05-27,2024-05
480,Data Scientist,ICICI Bank,Gurgaon,On-site,Fresher (0-1 yr),Full-time,"Tableau, Git, Statistics",2.8,2024-05-14,2024-05
481,Junior Data Analyst,ICICI Bank,Pune,On-site,Fresher (0-1 yr),Contract,"SQL, Pandas, Statistics, Tableau, Power BI",4.7,2024-08-23,2024-08
482,Senior Data Analyst,Zomato,Bangalore,Hybrid,Junior (1-3 yrs),Internship,"Excel, Pandas",5.8,2024-06-06,2024-06
483,Data Analyst,Amazon India,Delhi,Hybrid,Mid (3-5 yrs),Full-time,"Tableau, Machine Learning, SQL, Git",8.4,2024-02-20,2024-02
484,Junior Data Analyst,Swiggy,Delhi,Remote,Mid (3-5 yrs),Contract,"SQL, Machine Learning, Pandas, NumPy",8.0,2024-05-12,2024-05
485,Python Developer,Microsoft India,Delhi,On-site,Fresher (0-1 yr),Full-time,"Machine Learning, Power BI, Git",4.5,2024-12-27,2024-12
486,Senior Data Analyst,Microsoft India,Gurgaon,On-site,Fresher (0-1 yr),Full-time,"Statistics, Pandas",3.3,2024-08-20,2024-08
487,SQL Developer,Cognizant,Mumbai,On-site,Fresher (0-1 yr),Full-time,"Excel, Power BI, Tableau",2.8,2024-02-14,2024-02
488,Senior Data Analyst,Wipro,Bangalore,Hybrid,Senior (5+ yrs),Full-time,"SQL, Python, Machine Learning",18.1,2024-01-03,2024-01
489,Data Scientist,Infosys,Hyderabad,On-site,Junior (1-3 yrs),Internship,"Excel, Pandas, Python",4.4,2024-05-19,2024-05
490,SQL Developer,Zomato,Chennai,Remote,Junior (1-3 yrs),Internship,"SQL, Python",6.1,2024-05-06,2024-05
491,Data Analyst,HCL Technologies,Pune,Remote,Senior (5+ yrs),Contract,"Statistics, SQL, Excel",22.9,2024-07-07,2024-07
492,Business Analyst,Microsoft India,Hyderabad,Hybrid,Fresher (0-1 yr),Contract,"Machine Learning, Excel",3.7,2024-05-18,2024-05
493,Data Analyst,Wipro,Delhi,Hybrid,Fresher (0-1 yr),Contract,"Statistics, Tableau, Git, SQL",3.9,2024-07-07,2024-07
494,Senior Data Analyst,ICICI Bank,Delhi,On-site,Fresher (0-1 yr),Internship,"SQL, NumPy, Statistics, Tableau, Pandas",4.2,2024-07-13,2024-07
495,Senior Data Analyst,Cognizant,Hyderabad,Hybrid,Junior (1-3 yrs),Contract,"Git, NumPy, SQL",4.9,2024-08-09,2024-08
496,Data Scientist,Google India,Delhi,Hybrid,Senior (5+ yrs),Contract,"Excel, Statistics, SQL, Python",15.3,2024-11-05,2024-11
497,Data Analyst,HCL Technologies,Bangalore,On-site,Senior (5+ yrs),Internship,"Excel, NumPy",19.9,2024-05-20,2024-05
498,Senior Data Analyst,Wipro,Gurgaon,Hybrid,Junior (1-3 yrs),Contract,"Statistics, Machine Learning, Tableau, Git, Excel",7.2,2024-01-25,2024-01
499,Data Analyst,Microsoft India,Hyderabad,Hybrid,Senior (5+ yrs),Contract,"Statistics, Git, Python, Machine Learning, SQL",19.2,2024-05-23,2024-05
500,Junior Data Analyst,ICICI Bank,Noida,On-site,Mid (3-5 yrs),Internship,"Statistics, SQL, Git, Pandas, Tableau",11.8,2024-08-18,2024-08
501,Junior Data Analyst,TCS,Noida,Hybrid,Senior (5+ yrs),Internship,"Git, Pandas, Tableau, Excel, Python",18.3,2024-06-12,2024-06
502,Data Analyst,Swiggy,Noida,On-site,Senior (5+ yrs),Contract,"NumPy, Pandas, Python, Machine Learning",15.2,2024-05-19,2024-05
503,Senior Data Analyst,Wipro,Mumbai,On-site,Mid (3-5 yrs),Full-time,"Machine Learning, Pandas",7.3,2024-07-19,2024-07
504,BI Analyst,Amazon India,Bangalore,Remote,Senior (5+ yrs),Internship,"Pandas, NumPy",19.4,2024-02-26,2024-02
505,Python Developer,HCL Technologies,Pune,Hybrid,Senior (5+ yrs),Internship,"Excel, Tableau, Pandas, Power BI",14.6,2024-02-27,2024-02
506,Business Analyst,Flipkart,Mumbai,On-site,Mid (3-5 yrs),Internship,"Power BI, SQL, Machine Learning, Tableau, Excel",8.9,2024-09-16,2024-09
507,BI Analyst,IBM India,Delhi,On-site,Mid (3-5 yrs),Internship,"NumPy, Machine Learning, Pandas, SQL",9.9,2024-09-15,2024-09
508,Junior Data Analyst,Infosys,Chennai,Remote,Senior (5+ yrs),Full-time,"Tableau, Machine Learning, NumPy, Git, Pandas",20.1,2024-06-15,2024-06
509,Junior Data Analyst,Capgemini,Chennai,Remote,Mid (3-5 yrs),Contract,"Pandas, SQL, Power BI, NumPy, Statistics",8.9,2024-03-09,2024-03
510,Business Analyst,Google India,Pune,On-site,Junior (1-3 yrs),Full-time,"Power BI, Tableau",5.9,2024-07-14,2024-07
511,Data Analyst,IBM India,Chennai,Hybrid,Junior (1-3 yrs),Full-time,"Tableau, Machine Learning, Excel, Pandas",7.4,2024-08-26,2024-08
512,Data Analyst,TCS,Hyderabad,Hybrid,Mid (3-5 yrs),Full-time,"Pandas, SQL, NumPy, Statistics, Git",12.9,2024-10-24,2024-10
513,Senior Data Analyst,Amazon India,Gurgaon,On-site,Junior (1-3 yrs),Internship,"Pandas, Git",7.3,2024-12-24,2024-12
514,Business Analyst,Microsoft India,Pune,On-site,Fresher (0-1 yr),Full-time,"Tableau, Statistics, NumPy",3.1,2024-08-18,2024-08
515,SQL Developer,HCL Technologies,Delhi,Remote,Senior (5+ yrs),Contract,"Tableau, Excel, Pandas",18.2,2024-05-01,2024-05
516,Data Analyst,TCS,Pune,Hybrid,Senior (5+ yrs),Contract,"SQL, Machine Learning, Power BI, NumPy",18.3,2024-07-09,2024-07
517,Data Scientist,Wipro,Pune,Hybrid,Junior (1-3 yrs),Full-time,"Pandas, NumPy, Python, Excel, Statistics",7.3,2024-08-24,2024-08
518,BI Analyst,Swiggy,Noida,On-site,Junior (1-3 yrs),Internship,"Machine Learning, SQL, Pandas, Power BI",6.4,2024-12-11,2024-12
519,Python Developer,Infosys,Bangalore,Remote,Junior (1-3 yrs),Internship,"Excel, Python, NumPy, SQL, Pandas",5.2,2024-02-06,2024-02
520,Business Analyst,Accenture,Noida,Hybrid,Senior (5+ yrs),Contract,"Tableau, Excel, Pandas",22.4,2024-07-12,2024-07
521,Junior Data Analyst,Google India,Noida,Remote,Junior (1-3 yrs),Full-time,"Machine Learning, Power BI",7.6,2024-04-09,2024-04
522,Junior Data Analyst,TCS,Noida,Remote,Senior (5+ yrs),Internship,"Excel, SQL, Pandas, Machine Learning",24.3,2024-12-17,2024-12
523,BI Analyst,HDFC Bank,Gurgaon,On-site,Junior (1-3 yrs),Internship,"Power BI, Tableau, Machine Learning",7.0,2024-07-28,2024-07
524,Business Analyst,IBM India,Mumbai,Remote,Junior (1-3 yrs),Contract,"NumPy, Excel, Python",5.2,2024-10-15,2024-10
525,Business Analyst,Zomato,Gurgaon,On-site,Fresher (0-1 yr),Contract,"Pandas, NumPy, Power BI",4.3,2024-12-20,2024-12
526,Data Scientist,Wipro,Hyderabad,Remote,Fresher (0-1 yr),Full-time,"Power BI, Statistics, Pandas, Tableau",4.8,2024-10-23,2024-10
527,Data Analyst,Infosys,Mumbai,Remote,Senior (5+ yrs),Contract,"Pandas, Excel, Python, Tableau, SQL",15.4,2024-06-15,2024-06
528,Junior Data Analyst,Wipro,Delhi,Remote,Senior (5+ yrs),Full-time,"SQL, Pandas, Python, Git",18.5,2024-05-24,2024-05
529,SQL Developer,Microsoft India,Mumbai,Hybrid,Mid (3-5 yrs),Internship,"NumPy, Excel, Pandas, Statistics",14.0,2024-03-18,2024-03
530,Python Developer,TCS,Pune,On-site,Fresher (0-1 yr),Full-time,"Python, Statistics, Tableau",2.9,2024-02-16,2024-02
531,Data Analyst,HDFC Bank,Delhi,Remote,Senior (5+ yrs),Contract,"SQL, Excel, Git, Machine Learning, Python",14.6,2024-03-24,2024-03
532,Data Scientist,IBM India,Bangalore,Remote,Junior (1-3 yrs),Contract,"Power BI, Statistics",6.7,2024-01-10,2024-01
533,Senior Data Analyst,Google India,Delhi,Remote,Fresher (0-1 yr),Contract,"Python, SQL, Statistics",4.6,2024-08-21,2024-08
534,Data Scientist,Infosys,Delhi,On-site,Senior (5+ yrs),Contract,"Power BI, Python, Tableau",16.2,2024-02-18,2024-02
535,BI Analyst,Wipro,Noida,Hybrid,Junior (1-3 yrs),Full-time,"SQL, Python, Power BI, Git, Statistics",7.1,2024-11-05,2024-11
536,Senior Data Analyst,Flipkart,Gurgaon,Hybrid,Mid (3-5 yrs),Internship,"Pandas, SQL, Git",10.6,2024-07-16,2024-07
537,Data Scientist,Microsoft India,Hyderabad,Hybrid,Mid (3-5 yrs),Internship,"NumPy, Git, SQL",7.3,2024-08-22,2024-08
538,Business Analyst,Accenture,Gurgaon,Remote,Fresher (0-1 yr),Contract,"NumPy, SQL, Statistics, Excel, Machine Learning",5.0,2024-05-27,2024-05
539,Business Analyst,Microsoft India,Mumbai,Remote,Fresher (0-1 yr),Internship,"Python, Machine Learning",2.8,2024-02-15,2024-02
540,Data Scientist,Zomato,Mumbai,Remote,Fresher (0-1 yr),Internship,"SQL, Statistics",2.9,2024-07-02,2024-07
541,Senior Data Analyst,Microsoft India,Mumbai,Hybrid,Senior (5+ yrs),Internship,"Git, Tableau, Pandas, NumPy, SQL",14.7,2024-10-09,2024-10
542,Senior Data Analyst,Microsoft India,Bangalore,On-site,Senior (5+ yrs),Full-time,"Excel, Statistics",18.0,2024-11-24,2024-11
543,Python Developer,Flipkart,Delhi,Remote,Senior (5+ yrs),Contract,"Excel, Git",12.2,2024-01-23,2024-01
544,Business Analyst,Infosys,Pune,Hybrid,Junior (1-3 yrs),Internship,"NumPy, Machine Learning, Power BI",4.3,2024-03-16,2024-03
545,BI Analyst,Infosys,Hyderabad,On-site,Junior (1-3 yrs),Internship,"Statistics, Git, Python, NumPy, Power BI",6.3,2024-10-27,2024-10
546,BI Analyst,TCS,Delhi,On-site,Fresher (0-1 yr),Internship,"NumPy, Statistics, Tableau, Python, Power BI",3.5,2024-12-20,2024-12
547,Python Developer,Capgemini,Bangalore,Remote,Fresher (0-1 yr),Contract,"Machine Learning, SQL, Tableau, Pandas",3.5,2024-08-20,2024-08
548,SQL Developer,HDFC Bank,Noida,On-site,Junior (1-3 yrs),Contract,"Statistics, Pandas, Git",4.9,2024-11-11,2024-11
549,Python Developer,Accenture,Mumbai,Remote,Senior (5+ yrs),Contract,"Statistics, Excel, Power BI, Machine Learning",21.0,2024-08-05,2024-08
550,Junior Data Analyst,IBM India,Chennai,Remote,Senior (5+ yrs),Full-time,"Statistics, Tableau, Power BI, SQL, Machine Learning",18.3,2024-05-12,2024-05
551,Junior Data Analyst,Cognizant,Bangalore,On-site,Mid (3-5 yrs),Contract,"Git, Power BI",7.8,2024-05-11,2024-05
552,SQL Developer,TCS,Mumbai,On-site,Fresher (0-1 yr),Internship,"Statistics, Git",4.9,2024-02-26,2024-02
553,Senior Data Analyst,TCS,Hyderabad,On-site,Fresher (0-1 yr),Full-time,"Excel, Tableau, Statistics, NumPy",3.8,2024-02-05,2024-02
554,SQL Developer,Swiggy,Chennai,On-site,Junior (1-3 yrs),Contract,"Python, Power BI, Statistics, Excel, NumPy",6.0,2024-06-23,2024-06
555,BI Analyst,Zomato,Pune,On-site,Senior (5+ yrs),Full-time,"NumPy, Git, Machine Learning",23.7,2024-09-26,2024-09
556,SQL Developer,Infosys,Gurgaon,On-site,Fresher (0-1 yr),Internship,"SQL, Pandas",3.3,2024-03-14,2024-03
557,Data Analyst,Google India,Bangalore,Remote,Junior (1-3 yrs),Internship,"Machine Learning, Tableau",5.7,2024-12-18,2024-12
558,Data Scientist,Swiggy,Delhi,On-site,Mid (3-5 yrs),Internship,"NumPy, Statistics, Power BI",13.2,2024-10-21,2024-10
559,Python Developer,Zomato,Noida,On-site,Mid (3-5 yrs),Full-time,"Machine Learning, Pandas",9.7,2024-03-17,2024-03
560,Data Scientist,IBM India,Hyderabad,Remote,Mid (3-5 yrs),Internship,"Excel, Python, Machine Learning, NumPy",10.8,2024-05-24,2024-05
