job_id,job_title,company,location,work_mode,experience,employment_type,skills,salary_lpa,date_posted
401,Senior Data Analyst,IBM India,Noida,Hybrid,Fresher (0-1 yr),Contract,"Machine Learning, Power BI, Python, Pandas",3.0,2024-02-10
402,Data Scientist,Swiggy,Bangalore,On-site,Mid (3-5 yrs),Contract,"Git, Python, Excel, SQL, Statistics",12.8,2024-08-16
403,Data Analyst,Accenture,Gurgaon,On-site,Senior (5+ yrs),Internship,"Statistics, NumPy, Python, Machine Learning",18.8,2024-11-11
404,Data Analyst,IBM India,Delhi,Hybrid,Fresher (0-1 yr),Full-time,"Python, Pandas, NumPy, Machine Learning",3.8,2024-10-13
405,Junior Data Analyst,HCL Technologies,Mumbai,Remote,Mid (3-5 yrs),Internship,"Tableau, NumPy",7.6,2024-06-15
406,Data Scientist,IBM India,Mumbai,On-site,Fresher (0-1 yr),Contract,"Power BI, SQL",,2024-08-17
407,Junior Data Analyst,IBM India,Delhi,Hybrid,Mid (3-5 yrs),Contract,"SQL, Machine Learning, Excel",,2024-07-23
408,Senior Data Analyst,Infosys,Mumbai,On-site,Fresher (0-1 yr),Contract,"Python, SQL, Tableau, Git, Statistics",4.4,2024-04-11
409,Business Analyst,IBM India,Mumbai,Hybrid,Mid (3-5 yrs),Contract,"Tableau, Excel",8.1,2024-10-18
410,Senior Data Analyst,IBM India,Delhi,Remote,Mid (3-5 yrs),Contract,"Tableau, Power BI, Excel",7.5,2024-06-18
411,Python Developer,TCS,Chennai,On-site,Senior (5+ yrs),Internship,"SQL, NumPy",12.7,2024-03-23
412,Python Developer,Zomato,Mumbai,Hybrid,Junior (1-3 yrs),Internship,"Statistics, Excel",4.4,2024-12-15
413,Senior Data Analyst,HDFC Bank,Mumbai,Remote,Senior (5+ yrs),Contract,"Power BI, Excel, Tableau",23.9,2024-12-22
414,SQL Developer,Swiggy,Gurgaon,Hybrid,Fresher (0-1 yr),Full-time,"SQL, Pandas, Statistics, Power BI, Git",3.2,2024-10-05
415,Senior Data Analyst,Google India,Hyderabad,Hybrid,Fresher (0-1 yr),Contract,"NumPy, Git, Power BI, Tableau, SQL",3.9,2024-07-03
416,SQL Developer,IBM India,Noida,Hybrid,Mid (3-5 yrs),Internship,"Excel, SQL, Statistics",7.8,2024-06-18
417,Senior Data Analyst,HDFC Bank,Chennai,Hybrid,Senior (5+ yrs),Full-time,"Git, NumPy",16.3,2024-01-03
418,Business Analyst,Accenture,Bangalore,On-site,Junior (1-3 yrs),Contract,"NumPy, Statistics, Power BI, SQL",6.7,2024-10-26
419,Data Scientist,Microsoft India,Delhi,On-site,Fresher (0-1 yr),Internship,"Excel, Tableau, Python, Git, Machine Learning",,2024-09-27
420,SQL Developer,HCL Technologies,Mumbai,On-site,Junior (1-3 yrs),Contract,"Pandas, NumPy, Machine Learning, Power BI, Statistics",6.2,2024-08-05
421,Business Analyst,Google India,Delhi,Hybrid,Junior (1-3 yrs),Contract,"Excel, Python, SQL",6.6,2024-08-22
422,BI Analyst,Accenture,Hyderabad,On-site,Senior (5+ yrs),Contract,"Git, Excel, Statistics, Tableau, Power BI",19.2,2024-06-08
423,Junior Data Analyst,Microsoft India,Bangalore,Remote,Senior (5+ yrs),Internship,"Machine Learning, Tableau, NumPy",24.0,2024-01-02
424,Python Developer,Zomato,Hyderabad,Remote,Senior (5+ yrs),Internship,"Excel, Machine Learning",24.8,2024-05-15
425,Senior Data Analyst,Wipro,Pune,Hybrid,Fresher (0-1 yr),Internship,"Git, Python, Pandas, Tableau",4.4,2024-09-16
426,SQL Developer,Microsoft India,Delhi,Hybrid,Mid (3-5 yrs),Full-time,"Git, Tableau",12.1,2024-01-21
427,Python Developer,Cognizant,Bangalore,Remote,Mid (3-5 yrs),Internship,"Tableau, Statistics",7.6,2024-05-09
428,Junior Data Analyst,Amazon India,Mumbai,Hybrid,Fresher (0-1 yr),Internship,"Git, Excel",4.8,2024-11-15
429,SQL Developer,Cognizant,Mumbai,Remote,Junior (1-3 yrs),Contract,"Machine Learning, Python, Pandas",7.9,2024-10-27
430,Junior Data Analyst,ICICI Bank,Noida,Hybrid,Junior (1-3 yrs),Internship,"Excel, Power BI, Pandas, Python, Statistics",5.1,2024-01-06
431,Python Developer,Google India,Gurgaon,Hybrid,Senior (5+ yrs),Internship,"NumPy, Git, Statistics",15.4,2024-07-01
432,Data Scientist,HDFC Bank,Noida,Remote,Mid (3-5 yrs),Internship,"SQL, Machine Learning",11.5,2024-07-20
433,Data Scientist,Swiggy,Mumbai,Hybrid,Fresher (0-1 yr),Contract,"Statistics, Power BI, Machine Learning, Tableau, Excel",4.2,2024-06-18
434,Data Analyst,Infosys,Hyderabad,On-site,Senior (5+ yrs),Full-time,"Statistics, Pandas",14.9,2024-04-02
435,Data Analyst,Wipro,Bangalore,Remote,Junior (1-3 yrs),Internship,"SQL, Git",7.4,2024-11-25
436,Junior Data Analyst,HCL Technologies,Chennai,Hybrid,Mid (3-5 yrs),Contract,"Statistics, Tableau",12.4,2024-11-25
437,SQL Developer,Amazon India,Chennai,On-site,Mid (3-5 yrs),Full-time,"NumPy, Pandas, Python, Excel, Git",8.2,2024-04-20
438,BI Analyst,Cognizant,Gurgaon,On-site,Junior (1-3 yrs),Internship,"Power BI, SQL, Statistics, Pandas, Excel",4.4,2024-10-24
439,Data Scientist,HDFC Bank,Bangalore,Hybrid,Junior (1-3 yrs),Internship,"Python, NumPy",5.1,2024-07-19
440,Data Analyst,ICICI Bank,Gurgaon,Hybrid,Senior (5+ yrs),Internship,"Machine Learning, Power BI",12.0,2024-08-04
441,SQL Developer,Swiggy,Mumbai,Hybrid,Fresher (0-1 yr),Internship,"Pandas, Machine Learning",4.6,2024-08-25
442,Data Scientist,IBM India,Chennai,Remote,Fresher (0-1 yr),Contract,"Tableau, NumPy, SQL",4.1,2024-02-21
443,Python Developer,IBM India,Chennai,On-site,Junior (1-3 yrs),Full-time,"Statistics, NumPy, SQL",7.2,2024-08-18
444,Python Developer,Infosys,Bangalore,Hybrid,Fresher (0-1 yr),Contract,"NumPy, SQL",3.0,2024-09-15
445,Junior Data Analyst,Capgemini,Hyderabad,On-site,Junior (1-3 yrs),Contract,"Statistics, Python",5.0,2024-01-06
446,Data Analyst,Flipkart,Hyderabad,Hybrid,Junior (1-3 yrs),Internship,"SQL, Git",6.0,2024-04-03
447,Business Analyst,Microsoft India,Delhi,Remote,Senior (5+ yrs),Contract,"Git, Machine Learning",13.8,2024-04-25
448,Data Analyst,Cognizant,Delhi,On-site,Fresher (0-1 yr),Contract,"NumPy, Excel, Pandas",3.9,2024-10-02
449,Junior Data Analyst,HCL Technologies,Noida,On-site,Fresher (0-1 yr),Contract,"Python, Git",2.9,2024-11-19
450,Data Scientist,Microsoft India,Gurgaon,Remote,Junior (1-3 yrs),Full-time,"Tableau, Machine Learning, Statistics",5.6,2024-10-23
451,Data Analyst,Cognizant,Gurgaon,Remote,Fresher (0-1 yr),Internship,"Pandas, NumPy, Python, Tableau",3.1,2024-09-04
452,SQL Developer,Capgemini,Gurgaon,Remote,Junior (1-3 yrs),Contract,"Power BI, SQL",7.2,2024-08-16
453,Junior Data Analyst,Cognizant,Bangalore,On-site,Mid (3-5 yrs),Contract,"NumPy, Tableau, Pandas",11.3,2024-08-02
454,Senior Data Analyst,TCS,Chennai,On-site,Fresher (0-1 yr),Contract,"SQL, Power BI",4.3,2024-06-14
455,Business Analyst,Swiggy,Pune,On-site,Mid (3-5 yrs),Full-time,"Power BI, NumPy",13.1,2024-04-03
456,Python Developer,ICICI Bank,Bangalore,Hybrid,Junior (1-3 yrs),Full-time,"Excel, NumPy, Pandas, SQL, Power BI",6.9,2024-05-07
457,SQL Developer,Accenture,Bangalore,Remote,Fresher (0-1 yr),Contract,"SQL, Statistics, Machine Learning",3.5,2024-04-10
458,Junior Data Analyst,Cognizant,Pune,On-site,Senior (5+ yrs),Internship,"Power BI, Statistics, Machine Learning, Excel, Python",21.5,2024-04-08
459,SQL Developer,Microsoft India,Pune,Remote,Junior (1-3 yrs),Internship,"NumPy, Python",4.2,2024-09-02
460,BI Analyst,Google India,Gurgaon,Remote,Fresher (0-1 yr),Contract,"Power BI, SQL, Python, Pandas, NumPy",3.5,2024-06-10
461,Business Analyst,Wipro,Bangalore,Hybrid,Mid (3-5 yrs),Full-time,"Git, Python, Statistics, Power BI, SQL",13.1,2024-06-21
462,Python Developer,Infosys,Hyderabad,Hybrid,Mid (3-5 yrs),Internship,"Tableau, NumPy",12.3,2024-10-18
463,Business Analyst,Wipro,Delhi,Remote,Fresher (0-1 yr),Internship,"Python, SQL, NumPy, Excel",,2024-06-06
464,Senior Data Analyst,IBM India,Chennai,Hybrid,Junior (1-3 yrs),Internship,"Statistics, Power BI",7.0,2024-06-12
465,Data Scientist,Microsoft India,Mumbai,On-site,Fresher (0-1 yr),Contract,"Statistics, Git, SQL, Power BI",4.3,2024-09-10
466,Python Developer,Zomato,Hyderabad,On-site,Senior (5+ yrs),Full-time,"NumPy, Excel",15.7,2024-02-06
467,Data Scientist,HCL Technologies,Chennai,Hybrid,Junior (1-3 yrs),Full-time,"Tableau, NumPy",7.9,2024-03-16
468,SQL Developer,Microsoft India,Gurgaon,Remote,Fresher (0-1 yr),Contract,"SQL, Python, Power BI",4.6,2024-06-14
469,SQL Developer,Swiggy,Gurgaon,Remote,Senior (5+ yrs),Contract,"Git, Excel, Tableau, SQL",22.3,2024-06-10
470,Data Analyst,Accenture,Delhi,Hybrid,Senior (5+ yrs),Full-time,"Machine Learning, Tableau, Excel",24.7,2024-12-22
471,Junior Data Analyst,Cognizant,Pune,On-site,Fresher (0-1 yr),Contract,"Statistics, Tableau, Pandas",3.0,2024-01-22
472,SQL Developer,Zomato,Chennai,Hybrid,Senior (5+ yrs),Internship,"Machine Learning, Tableau, SQL",24.0,2024-08-25
473,Junior Data Analyst,HDFC Bank,Delhi,On-site,Fresher (0-1 yr),Internship,"Tableau, Statistics, Git, NumPy",5.0,2024-03-26
474,Python Developer,Swiggy,Hyderabad,Remote,Senior (5+ yrs),Full-time,"Machine Learning, SQL, Tableau",12.3,2024-04-15
475,SQL Developer,Wipro,Delhi,On-site,Junior (1-3 yrs),Internship,"Tableau, Power BI, Python",4.3,2024-11-22
476,Senior Data Analyst,Google India,Pune,Hybrid,Mid (3-5 yrs),Internship,"Pandas, NumPy",8.0,2024-06-13
477,SQL Developer,Infosys,Mumbai,Hybrid,Mid (3-5 yrs),Contract,"Machine Learning, SQL, Power BI, Pandas, Statistics",12.2,2024-08-10
478,Junior Data Analyst,Microsoft India,Noida,On-site,Fresher (0-1 yr),Full-time,"Tableau, Statistics, Pandas",2.7,2024-07-03
479,Data Analyst,Microsoft India,Mumbai,Hybrid,Junior (1-3 yrs),Internship,"Git, Excel, Power BI, SQL, Statistics",5.2,2024-05-27
480,Data Scientist,ICICI Bank,Gurgaon,On-site,Fresher (0-1 yr),Full-time,"Tableau, Git, Statistics",2.8,2024-05-14
481,Junior Data Analyst,ICICI Bank,Pune,On-site,Fresher (0-1 yr),Contract,"SQL, Pandas, Statistics, Tableau, Power BI",4.7,2024-08-23
482,Senior Data Analyst,Zomato,Bangalore,Hybrid,Junior (1-3 yrs),Internship,"Excel, Pandas",5.8,2024-06-06
483,Data Analyst,Amazon India,Delhi,Hybrid,Mid (3-5 yrs),Full-time,"Tableau, Machine Learning, SQL, Git",8.4,2024-02-20
484,Junior Data Analyst,Swiggy,Delhi,Remote,Mid (3-5 yrs),Contract,"SQL, Machine Learning, Pandas, NumPy",8.0,2024-05-12
485,Python Developer,Microsoft India,Delhi,On-site,Fresher (0-1 yr),Full-time,"Machine Learning, Power BI, Git",4.5,2024-12-27
486,Senior Data Analyst,Microsoft India,Gurgaon,On-site,Fresher (0-1 yr),Full-time,"Statistics, Pandas",3.3,2024-08-20
487,SQL Developer,Cognizant,Mumbai,On-site,Fresher (0-1 yr),Full-time,"Excel, Power BI, Tableau",2.8,2024-02-14
488,Senior Data Analyst,Wipro,Bangalore,Hybrid,Senior (5+ yrs),Full-time,"SQL, Python, Machine Learning",18.1,2024-01-03
489,Data Scientist,Infosys,Hyderabad,On-site,Junior (1-3 yrs),Internship,"Excel, Pandas, Python",4.4,2024-05-19
490,SQL Developer,Zomato,Chennai,Remote,Junior (1-3 yrs),Internship,"SQL, Python",6.1,2024-05-06
491,Data Analyst,HCL Technologies,Pune,Remote,Senior (5+ yrs),Contract,"Statistics, SQL, Excel",22.9,2024-07-07
492,Business Analyst,Microsoft India,Hyderabad,Hybrid,Fresher (0-1 yr),Contract,"Machine Learning, Excel",3.7,2024-05-18
493,Data Analyst,Wipro,Delhi,Hybrid,Fresher (0-1 yr),Contract,"Statistics, Tableau, Git, SQL",3.9,2024-07-07
494,Senior Data Analyst,ICICI Bank,Delhi,On-site,Fresher (0-1 yr),Internship,"SQL, NumPy, Statistics, Tableau, Pandas",4.2,2024-07-13
495,Senior Data Analyst,Cognizant,Hyderabad,Hybrid,Junior (1-3 yrs),Contract,"Git, NumPy, SQL",4.9,2024-08-09
496,Data Scientist,Google India,Delhi,Hybrid,Senior (5+ yrs),Contract,"Excel, Statistics, SQL, Python",15.3,2024-11-05
497,Data Analyst,HCL Technologies,Bangalore,On-site,Senior (5+ yrs),Internship,"Excel, NumPy",19.9,2024-05-20
498,Senior Data Analyst,Wipro,Gurgaon,Hybrid,Junior (1-3 yrs),Contract,"Statistics, Machine Learning, Tableau, Git, Excel",7.2,2024-01-25
499,Data Analyst,Microsoft India,Hyderabad,Hybrid,Senior (5+ yrs),Contract,"Statistics, Git, Python, Machine Learning, SQL",19.2,2024-05-23
500,Junior Data Analyst,ICICI Bank,Noida,On-site,Mid (3-5 yrs),Internship,"Statistics, SQL, Git, Pandas, Tableau",11.8,2024-08-18
501,Junior Data Analyst,TCS,Noida,Hybrid,Senior (5+ yrs),Internship,"Git, Pandas, Tableau, Excel, Python",,2024-06-12
502,Data Analyst,Swiggy,Noida,On-site,Senior (5+ yrs),Contract,"NumPy, Pandas, Python, Machine Learning",15.2,2024-05-19
503,Senior Data Analyst,Wipro,Mumbai,On-site,Mid (3-5 yrs),Full-time,"Machine Learning, Pandas",7.3,2024-07-19
504,BI Analyst,Amazon India,Bangalore,Remote,Senior (5+ yrs),Internship,"Pandas, NumPy",19.4,2024-02-26
505,Python Developer,HCL Technologies,Pune,Hybrid,Senior (5+ yrs),Internship,"Excel, Tableau, Pandas, Power BI",14.6,2024-02-27
506,Business Analyst,Flipkart,Mumbai,On-site,Mid (3-5 yrs),Internship,"Power BI, SQL, Machine Learning, Tableau, Excel",8.9,2024-09-16
507,BI Analyst,IBM India,Delhi,On-site,Mid (3-5 yrs),Internship,"NumPy, Machine Learning, Pandas, SQL",9.9,2024-09-15
508,Junior Data Analyst,Infosys,Chennai,Remote,Senior (5+ yrs),Full-time,"Tableau, Machine Learning, NumPy, Git, Pandas",20.1,2024-06-15
509,Junior Data Analyst,Capgemini,Chennai,Remote,Mid (3-5 yrs),Contract,"Pandas, SQL, Power BI, NumPy, Statistics",8.9,2024-03-09
510,Business Analyst,Google India,Pune,On-site,Junior (1-3 yrs),Full-time,"Power BI, Tableau",5.9,2024-07-14
511,Data Analyst,IBM India,Chennai,Hybrid,Junior (1-3 yrs),Full-time,"Tableau, Machine Learning, Excel, Pandas",7.4,2024-08-26
512,Data Analyst,TCS,Hyderabad,Hybrid,Mid (3-5 yrs),Full-time,"Pandas, SQL, NumPy, Statistics, Git",12.9,2024-10-24
513,Senior Data Analyst,Amazon India,Gurgaon,On-site,Junior (1-3 yrs),Internship,"Pandas, Git",7.3,2024-12-24
514,Business Analyst,Microsoft India,Pune,On-site,Fresher (0-1 yr),Full-time,"Tableau, Statistics, NumPy",3.1,2024-08-18
515,SQL Developer,HCL Technologies,Delhi,Remote,Senior (5+ yrs),Contract,"Tableau, Excel, Pandas",18.2,2024-05-01
516,Data Analyst,TCS,Pune,Hybrid,Senior (5+ yrs),Contract,"SQL, Machine Learning, Power BI, NumPy",,2024-07-09
517,Data Scientist,Wipro,Pune,Hybrid,Junior (1-3 yrs),Full-time,"Pandas, NumPy, Python, Excel, Statistics",7.3,2024-08-24
518,BI Analyst,Swiggy,Noida,On-site,Junior (1-3 yrs),Internship,"Machine Learning, SQL, Pandas, Power BI",6.4,2024-12-11
519,Python Developer,Infosys,Bangalore,Remote,Junior (1-3 yrs),Internship,"Excel, Python, NumPy, SQL, Pandas",5.2,2024-02-06
520,Business Analyst,Accenture,Noida,Hybrid,Senior (5+ yrs),Contract,"Tableau, Excel, Pandas",22.4,2024-07-12
521,Junior Data Analyst,Google India,Noida,Remote,Junior (1-3 yrs),Full-time,"Machine Learning, Power BI",7.6,2024-04-09
522,Junior Data Analyst,TCS,Noida,Remote,Senior (5+ yrs),Internship,"Excel, SQL, Pandas, Machine Learning",24.3,2024-12-17
523,BI Analyst,HDFC Bank,Gurgaon,On-site,Junior (1-3 yrs),Internship,"Power BI, Tableau, Machine Learning",7.0,2024-07-28
524,Business Analyst,IBM India,Mumbai,Remote,Junior (1-3 yrs),Contract,"NumPy, Excel, Python",5.2,2024-10-15
525,Business Analyst,Zomato,Gurgaon,On-site,Fresher (0-1 yr),Contract,"Pandas, NumPy, Power BI",4.3,2024-12-20
526,Data Scientist,Wipro,Hyderabad,Remote,Fresher (0-1 yr),Full-time,"Power BI, Statistics, Pandas, Tableau",4.8,2024-10-23
527,Data Analyst,Infosys,Mumbai,Remote,Senior (5+ yrs),Contract,"Pandas, Excel, Python, Tableau, SQL",15.4,2024-06-15
528,Junior Data Analyst,Wipro,Delhi,Remote,Senior (5+ yrs),Full-time,"SQL, Pandas, Python, Git",18.5,2024-05-24
529,SQL Developer,Microsoft India,Mumbai,Hybrid,Mid (3-5 yrs),Internship,"NumPy, Excel, Pandas, Statistics",14.0,2024-03-18
530,Python Developer,TCS,Pune,On-site,Fresher (0-1 yr),Full-time,"Python, Statistics, Tableau",2.9,2024-02-16
531,Data Analyst,HDFC Bank,Delhi,Remote,Senior (5+ yrs),Contract,"SQL, Excel, Git, Machine Learning, Python",14.6,2024-03-24
532,Data Scientist,IBM India,Bangalore,Remote,Junior (1-3 yrs),Contract,"Power BI, Statistics",6.7,2024-01-10
533,Senior Data Analyst,Google India,Delhi,Remote,Fresher (0-1 yr),Contract,"Python, SQL, Statistics",4.6,2024-08-21
534,Data Scientist,Infosys,Delhi,On-site,Senior (5+ yrs),Contract,"Power BI, Python, Tableau",16.2,2024-02-18
535,BI Analyst,Wipro,Noida,Hybrid,Junior (1-3 yrs),Full-time,"SQL, Python, Power BI, Git, Statistics",7.1,2024-11-05
536,Senior Data Analyst,Flipkart,Gurgaon,Hybrid,Mid (3-5 yrs),Internship,"Pandas, SQL, Git",10.6,2024-07-16
537,Data Scientist,Microsoft India,Hyderabad,Hybrid,Mid (3-5 yrs),Internship,"NumPy, Git, SQL",7.3,2024-08-22
538,Business Analyst,Accenture,Gurgaon,Remote,Fresher (0-1 yr),Contract,"NumPy, SQL, Statistics, Excel, Machine Learning",5.0,2024-05-27
539,Business Analyst,Microsoft India,Mumbai,Remote,Fresher (0-1 yr),Internship,"Python, Machine Learning",2.8,2024-02-15
540,Data Scientist,Zomato,Mumbai,Remote,Fresher (0-1 yr),Internship,"SQL, Statistics",2.9,2024-07-02
541,Senior Data Analyst,Microsoft India,Mumbai,Hybrid,Senior (5+ yrs),Internship,"Git, Tableau, Pandas, NumPy, SQL",14.7,2024-10-09
542,Senior Data Analyst,Microsoft India,Bangalore,On-site,Senior (5+ yrs),Full-time,"Excel, Statistics",18.0,2024-11-24
543,Python Developer,Flipkart,Delhi,Remote,Senior (5+ yrs),Contract,"Excel, Git",12.2,2024-01-23
544,Business Analyst,Infosys,Pune,Hybrid,Junior (1-3 yrs),Internship,"NumPy, Machine Learning, Power BI",4.3,2024-03-16
545,BI Analyst,Infosys,Hyderabad,On-site,Junior (1-3 yrs),Internship,"Statistics, Git, Python, NumPy, Power BI",6.3,2024-10-27
546,BI Analyst,TCS,Delhi,On-site,Fresher (0-1 yr),Internship,"NumPy, Statistics, Tableau, Python, Power BI",3.5,2024-12-20
547,Python Developer,Capgemini,Bangalore,Remote,Fresher (0-1 yr),Contract,"Machine Learning, SQL, Tableau, Pandas",3.5,2024-08-20
548,SQL Developer,HDFC Bank,Noida,On-site,Junior (1-3 yrs),Contract,"Statistics, Pandas, Git",4.9,2024-11-11
549,Python Developer,Accenture,Mumbai,Remote,Senior (5+ yrs),Contract,"Statistics, Excel, Power BI, Machine Learning",21.0,2024-08-05
550,Junior Data Analyst,IBM India,Chennai,Remote,Senior (5+ yrs),Full-time,"Statistics, Tableau, Power BI, SQL, Machine Learning",,2024-05-12
551,Junior Data Analyst,Cognizant,Bangalore,On-site,Mid (3-5 yrs),Contract,"Git, Power BI",7.8,2024-05-11
552,SQL Developer,TCS,Mumbai,On-site,Fresher (0-1 yr),Internship,"Statistics, Git",4.9,2024-02-26
553,Senior Data Analyst,TCS,Hyderabad,On-site,Fresher (0-1 yr),Full-time,"Excel, Tableau, Statistics, NumPy",3.8,2024-02-05
554,SQL Developer,Swiggy,Chennai,On-site,Junior (1-3 yrs),Contract,"Python, Power BI, Statistics, Excel, NumPy",6.0,2024-06-23
555,BI Analyst,Zomato,Pune,On-site,Senior (5+ yrs),Full-time,"NumPy, Git, Machine Learning",23.7,2024-09-26
556,SQL Developer,Infosys,Gurgaon,On-site,Fresher (0-1 yr),Internship,"SQL, Pandas",3.3,2024-03-14
557,Data Analyst,Google India,Bangalore,Remote,Junior (1-3 yrs),Internship,"Machine Learning, Tableau",5.7,2024-12-18
558,Data Scientist,Swiggy,Delhi,On-site,Mid (3-5 yrs),Internship,"NumPy, Statistics, Power BI",13.2,2024-10-21
559,Python Developer,Zomato,Noida,On-site,Mid (3-5 yrs),Full-time,"Machine Learning, Pandas",9.7,2024-03-17
560,Data Scientist,IBM India,Hyderabad,Remote,Mid (3-5 yrs),Internship,"Excel, Python, Machine Learning, NumPy",10.8,2024-05-24
561,BI Analyst,HCL Technologies,Bangalore,Hybrid,Mid (3-5 yrs),Internship,"SQL, Python, Git, Power BI",9.1,2024-08-11
562,Business Analyst,Capgemini,Delhi,Hybrid,Mid (3-5 yrs),Internship,"NumPy, Machine Learning, Power BI",7.7,2024-04-27
563,SQL Developer,HDFC Bank,Hyderabad,On-site,Senior (5+ yrs),Contract,"SQL, Python",17.5,2024-04-15
564,Senior Data Analyst,Zomato,Noida,Remote,Senior (5+ yrs),Contract,"NumPy, Statistics, Machine Learning, Pandas, Power BI",22.7,2024-03-16
565,Python Developer,Accenture,Hyderabad,Remote,Junior (1-3 yrs),Contract,"Python, Excel, Pandas, Git, Tableau",7.4,2024-06-19
566,Data Scientist,TCS,Chennai,On-site,Mid (3-5 yrs),Contract,"Tableau, Git, Statistics, Python",12.5,2024-10-14
567,Data Analyst,Flipkart,Mumbai,On-site,Junior (1-3 yrs),Internship,"Python, SQL, Pandas, Git, NumPy",5.7,2024-10-15
568,SQL Developer,Google India,Gurgaon,Remote,Junior (1-3 yrs),Full-time,"Statistics, Git, Excel, NumPy, Pandas",5.3,2024-11-20
569,BI Analyst,Google India,Pune,Hybrid,Mid (3-5 yrs),Internship,"Statistics, Tableau",11.5,2024-12-01
570,Data Scientist,HCL Technologies,Hyderabad,On-site,Fresher (0-1 yr),Internship,"Statistics, Machine Learning, Python",2.8,2024-03-01
571,Data Scientist,IBM India,Pune,Remote,Senior (5+ yrs),Full-time,"NumPy, Python, Statistics, Git",24.1,2024-03-14
572,Data Analyst,Swiggy,Noida,Hybrid,Fresher (0-1 yr),Full-time,"Machine Learning, Excel",3.2,2024-02-05
573,Data Scientist,Microsoft India,Chennai,On-site,Mid (3-5 yrs),Full-time,"Python, Tableau",9.7,2024-07-11
574,Data Scientist,Google India,Hyderabad,On-site,Junior (1-3 yrs),Full-time,"Statistics, Machine Learning, NumPy",7.8,2024-06-15
575,BI Analyst,Wipro,Gurgaon,On-site,Senior (5+ yrs),Internship,"Python, Tableau, SQL",15.2,2024-03-10
576,BI Analyst,HDFC Bank,Hyderabad,Remote,Junior (1-3 yrs),Full-time,"Machine Learning, Excel, Power BI, Tableau",7.8,2024-09-15
577,Data Analyst,Infosys,Gurgaon,Remote,Mid (3-5 yrs),Internship,"Python, Git, Statistics",8.9,2024-11-13
578,SQL Developer,IBM India,Mumbai,On-site,Junior (1-3 yrs),Internship,"Tableau, SQL",5.6,2024-03-24
579,Data Scientist,Microsoft India,Pune,Remote,Mid (3-5 yrs),Internship,"Tableau, Statistics, Git, SQL",11.6,2024-04-15
580,SQL Developer,Infosys,Chennai,Remote,Fresher (0-1 yr),Internship,"Python, Git, Excel, Power BI, Tableau",4.7,2024-07-18
581,Senior Data Analyst,Wipro,Bangalore,Remote,Senior (5+ yrs),Internship,"Pandas, NumPy",22.8,2024-03-27
582,Data Analyst,HCL Technologies,Gurgaon,Hybrid,Junior (1-3 yrs),Contract,"Power BI, Python",7.0,2024-12-12
583,Business Analyst,Wipro,Mumbai,Remote,Junior (1-3 yrs),Full-time,"Pandas, Python, Tableau, Power BI, Git",6.8,2024-04-27
584,BI Analyst,HCL Technologies,Mumbai,Remote,Senior (5+ yrs),Full-time,"Git, Excel, SQL",19.6,2024-03-09
585,Business Analyst,Amazon India,Pune,Remote,Fresher (0-1 yr),Internship,"Machine Learning, Statistics, Python, Power BI",4.1,2024-01-28
586,SQL Developer,Microsoft India,Noida,Hybrid,Fresher (0-1 yr),Internship,"Statistics, Pandas, Python, Machine Learning, SQL",2.6,2024-09-15
587,SQL Developer,Infosys,Noida,On-site,Mid (3-5 yrs),Full-time,"Power BI, NumPy",13.7,2024-04-06
588,SQL Developer,Flipkart,Hyderabad,Remote,Fresher (0-1 yr),Full-time,"NumPy, Python, Pandas, Git, Excel",3.1,2024-06-27
589,Data Analyst,Swiggy,Pune,On-site,Senior (5+ yrs),Full-time,"Git, SQL, Machine Learning, Python, NumPy",16.9,2024-12-03
590,Junior Data Analyst,TCS,Gurgaon,On-site,Mid (3-5 yrs),Internship,"SQL, Git, Python, Tableau, Statistics",9.1,2024-02-20
591,BI Analyst,Capgemini,Bangalore,Hybrid,Senior (5+ yrs),Contract,"Git, SQL, Pandas, Statistics, NumPy",22.2,2024-06-19
592,Business Analyst,HCL Technologies,Hyderabad,On-site,Fresher (0-1 yr),Internship,"Git, Excel, Tableau",3.4,2024-10-15
593,Junior Data Analyst,Capgemini,Chennai,On-site,Fresher (0-1 yr),Full-time,"Git, NumPy, Pandas, Excel",4.0,2024-03-05
594,Python Developer,Flipkart,Delhi,Hybrid,Mid (3-5 yrs),Full-time,"Python, Power BI, Git",10.0,2024-04-21
595,Business Analyst,Wipro,Delhi,On-site,Senior (5+ yrs),Internship,"Git, Pandas, Machine Learning, Tableau, Excel",17.4,2024-08-26
596,Data Analyst,ICICI Bank,Pune,On-site,Junior (1-3 yrs),Internship,"Statistics, Power BI, Machine Learning",5.9,2024-06-26
597,BI Analyst,IBM India,Noida,On-site,Fresher (0-1 yr),Contract,"SQL, Pandas",2.6,2024-05-15
598,Business Analyst,Zomato,Bangalore,On-site,Junior (1-3 yrs),Full-time,"Excel, Power BI, Tableau, Pandas",4.7,2024-04-06
599,Business Analyst,Infosys,Chennai,Hybrid,Fresher (0-1 yr),Full-time,"NumPy, SQL, Pandas",4.8,2024-04-12
600,SQL Developer,Cognizant,Noida,Remote,Fresher (0-1 yr),Full-time,"Excel, Power BI, Machine Learning",3.8,2024-06-20
601,BI Analyst,Capgemini,Bangalore,Remote,Junior (1-3 yrs),Internship,"Excel, Pandas, Power BI, Python",6.5,2024-03-28
